timestamp,corriente,tension,potencia
2024-04-30 15:43:17,4.65,220.94,1031.83
2024-04-30 15:43:18,4.65,220.94,1032.33
2024-04-30 15:43:19,4.65,220.94,1032.33
2024-04-30 15:43:20,4.65,220.94,1031.33
2024-04-30 15:43:21,4.64,220.94,1029.83
2024-04-30 15:43:22,4.65,220.94,1031.33
2024-04-30 15:43:23,4.65,220.94,1030.83
2024-04-30 15:43:24,4.65,220.94,1032.82
2024-04-30 15:43:25,4.65,220.94,1032.33
2024-04-30 15:43:26,4.65,220.94,1032.33
2024-04-30 15:43:27,4.65,220.94,1032.33
2024-04-30 15:43:28,4.65,220.94,1032.33
2024-04-30 15:43:29,4.65,220.94,1031.33
2024-04-30 15:43:30,4.65,220.94,1031.83
2024-04-30 15:43:31,4.65,220.94,1033.32
2024-04-30 15:43:32,4.65,220.94,1033.32
2024-04-30 15:43:33,4.66,220.94,1034.32
2024-04-30 15:43:34,4.65,220.94,1034.32
2024-04-30 15:43:35,4.65,220.94,1033.32
2024-04-30 15:43:36,4.65,220.94,1031.33
2024-04-30 15:43:37,4.65,220.94,1031.33
2024-04-30 15:43:38,4.65,220.94,1031.83
2024-04-30 15:43:39,4.65,220.94,1032.33
2024-04-30 15:43:40,4.65,220.94,1033.32
2024-04-30 15:43:41,4.65,220.94,1033.32
2024-04-30 15:43:42,4.65,220.94,1033.32
2024-04-30 15:43:43,4.65,220.94,1031.83
2024-04-30 15:43:44,4.65,220.94,1032.33
2024-04-30 15:43:45,4.65,220.94,1033.32
2024-04-30 15:43:46,4.65,220.94,1032.82
2024-04-30 15:43:47,4.65,220.94,1033.32
2024-04-30 15:43:48,4.65,220.94,1032.82
2024-04-30 15:43:49,4.65,220.94,1031.83
2024-04-30 15:43:50,4.65,220.94,1031.83
2024-04-30 15:43:51,4.65,220.94,1032.33
2024-04-30 15:43:52,4.65,220.94,1032.33
2024-04-30 15:43:53,4.65,220.94,1033.82
2024-04-30 15:43:54,4.65,220.94,1033.82
2024-04-30 15:43:55,4.65,220.94,1033.32
2024-04-30 15:43:56,4.65,220.94,1033.82
2024-04-30 15:43:57,4.65,220.94,1032.82
2024-04-30 15:43:58,4.65,220.94,1032.33
2024-04-30 15:43:59,4.65,220.94,1032.82
2024-04-30 15:44:00,4.65,220.94,1031.33
2024-04-30 15:44:01,4.65,220.94,1031.33
2024-04-30 15:44:02,4.65,220.94,1032.33
2024-04-30 15:44:03,4.65,220.94,1033.32
2024-04-30 15:44:04,4.65,220.94,1033.32
2024-04-30 15:44:05,4.65,220.94,1032.82
2024-04-30 15:44:06,4.66,220.94,1035.31
